FIFA,OPTA,Fifa Ovr,Crossing,Finishing,ShortPassing,Dribbling,LongPassing,StandingTackle,SlidingTackle
Cristiano Ronaldo,"Cristiano Ronaldo Juventus, 34, M(L),FW ",94,84,94,81,88,77,31,23
A. Gómez,"Alejandro Gómez Atalanta, 31, M(CL),FW ",84,82,76,82,89,74,30,34
J. Iličić,"Josip Ilicic Atalanta, 31, AM(CLR),FW ",81,78,78,82,83,74,32,26
Suso,"Suso AC Milan, 25, AM(CLR),FW ",83,84,70,86,88,75,23,18
Rodrigo,"Rodrigo de Paul Udinese, 25, AM(CLR),FW ",83,72,78,78,82,58,41,40
M. Mandžukić,"Mario Mandzukic Juventus, 33, M(L),FW ",84,72,84,75,76,67,64,64
D. Zapata,"Duván Zapata Atalanta, 28, FW ",78,44,81,64,72,38,24,22
L. Pavoletti,"Leonardo Pavoletti Cagliari, 30, FW ",78,33,81,64,66,36,21,17
S. El Shaarawy,"Stephan El Shaarawy Roma, 26, AM(CLR),FW ",81,74,78,74,84,57,30,25
Fabián,"Fabián Ruiz Napoli, 23, M(CL) ",81,72,79,80,81,80,78,75
E. Džeko,"Edin Dzeko Roma, 33, FW ",85,63,89,77,76,72,28,16
A. Izzo,"Armando Izzo Torino, 27, D(C) ",76,35,19,60,53,57,79,78
A. Belotti,"Andrea Belotti Torino, 25, FW ",82,42,88,68,78,42,23,32
D. Mertens,"Dries Mertens Napoli, 32, AM(CLR),FW ",87,77,86,82,91,74,40,40
João Cancelo,"João Cancelo Juventus, 25, D(LR),M(R) ",82,85,58,78,84,75,79,79
C. Ansaldi,"Cristian Ansaldi Torino, 32, D(CLR),DMC,M(LR) ",78,78,57,77,80,76,79,80
G. Bonaventura,"Giacomo Bonaventura AC Milan, 30, M(CLR) ",82,82,70,84,83,80,72,68
L. Insigne,"Lorenzo Insigne Napoli, 28, AM(CL),FW ",88,86,77,85,90,78,24,22
D. Criscito,"Domenico Criscito Genoa, 32, D(CL),M(L) ",80,82,56,80,72,81,82,83
Alex Sandro,"Alex Sandro Juventus, 28, D(L),M(L) ",86,84,55,81,80,71,84,84
T. Bakayoko,"Tiemoué Bakayoko AC Milan, 25, DMC ",80,55,37,78,76,75,84,82
S. Milinković-Savić,"Sergej Milinkovic-Savic Lazio, 24, AM(C) ",85,64,80,85,86,85,77,72
Allan,"Allan Napoli, 28, DMC ",83,70,72,85,82,77,85,83
M. Benatia,"Medhi Benatia Juventus, 32, D(C) ",86,45,47,65,64,65,87,85
A. Milik,"Arkadiusz Milik Napoli, 25, FW ",81,58,88,63,74,62,34,32
A. Kolarov,"Aleksandar Kolarov Roma, 33, D(CL),M(L) ",82,91,55,77,79,77,82,81
H. Çalhanoğlu,"Hakan Calhanoglu AC Milan, 25, M(CLR),FW ",80,81,65,83,85,80,56,56
R. Gosens,"Robin Gosens Atalanta, 25, D(L),M(CL) ",72,73,59,73,74,70,72,70
E. Pulgar,"Erick Pulgar Bologna, 25, DMC ",77,58,44,78,74,72,78,74
M. Demir,"Merih Demiral Sassuolo, 21, D(C) ",60,58,50,55,67,53,34,25
Lucas Leiva,"Lucas Leiva Lazio, 32, D(C),M(C) ",83,63,62,82,77,81,82,78
F. Quagliarella,"Fabio Quagliarella Sampdoria, 36, FW ",81,66,84,76,76,73,21,15
K. Malcuit,"Kevin Malcuit Napoli, 28, D(R),M(R) ",76,78,66,76,78,69,74,75
K. Strootman,"Kevin Strootman Marseille, 29, DMC ",83,74,68,87,75,84,84,75
M. Brozović,"Marcelo Brozovic Inter, 26, M(CR) ",81,72,69,83,81,83,77,75
P. Dybala,"Paulo Dybala Juventus, 25, AM(CR),FW ",89,82,84,87,92,75,20,20
S. Vrsaljko,"Sime Vrsaljko Inter, 27, D(LR),M(R) ",81,82,44,77,74,70,81,77
F. Fazio,"Federico Fazio Roma, 32, D(C) ",82,44,41,64,48,62,85,78
G. Pezzella,"Germán Pezzella Fiorentina, 28, D(C) ",71,72,49,69,72,66,70,68
K. Koulibaly,"Kalidou Koulibaly Napoli, 28, D(C) ",87,30,19,66,66,56,88,86
I. Perišić,"Ivan Perisic Inter, 30, AM(CLR) ",85,83,79,81,84,77,52,54
S. Nzonzi,"Steven Nzonzi Roma, 30, M(C) ",82,59,64,79,72,77,80,76
Luis Alberto,"Luis Alberto Lazio, 26, AM(CL),FW ",82,76,80,88,86,87,25,18
C. Kouamé,"Christian Kouamé Genoa, 21, AM(L),FW ",71,55,75,65,70,52,25,19
S. Okaka,"Stefano Okaka Watford, 30, FW ",74,50,70,70,69,29,25,20
José Callejón,"José Callejón Napoli, 32, M(LR) ",84,82,78,80,82,51,32,32
J. Correa,"Joaquín Correa Lazio, 25, AM(CL),FW ",78,74,74,78,85,69,37,26
M. Pjanić,"Miralem Pjanic Juventus, 29, M(C) ",86,80,60,89,86,85,74,70
Lyanco,"Lyanco Bologna, 22, D(C) ",71,35,33,67,45,52,74,70
R. Freuler,"Remo Freuler Atalanta, 27, DMC ",76,70,64,78,73,74,72,68
J. Kurtić,"Jasmin Kurtic SPAL 2013, 30, M(CL) ",75,67,60,77,71,75,75,72
M. de Roon,"Marten de Roon Atalanta, 28, DMC ",76,64,60,76,68,74,78,76
L. Pellegrini,"Lorenzo Pellegrini Roma, 23, M(C) ",78,72,60,82,76,79,74,72
A. Ekdal,"Albin Ekdal Sampdoria, 30, M(C) ",76,67,60,78,74,77,71,62
P. Zieliński,"Piotr Zielinski Napoli, 25, AM(CL) ",81,77,65,82,84,79,72,71
Dalbert,"Dalbert Inter, 25, D(L),M(L) ",76,76,52,72,78,68,74,74
D. Praet,"Dennis Praet Sampdoria, 25, AM(C) ",76,74,66,81,78,77,62,58
D. Berardi,"Domenico Berardi Sassuolo, 25, AM(R),FW ",78,74,74,75,80,75,30,30
F. Chiesa,"Federico Chiesa Fiorentina, 21, M(CLR),FW ",78,70,70,75,83,60,34,34
G. Chiellini,"Giorgio Chiellini Juventus, 35, D(C) ",89,58,33,59,58,59,93,90
E. Can,"Emre Can Juventus, 25, D(CLR),DMC ",80,70,60,81,76,80,81,80
Diego Farías,"Diego Farias Empoli, 29, AM(CLR),FW ",73,66,65,72,78,55,27,12
T. Rincón,"Tomás Rincón Torino, 31, M(CR) ",77,65,45,78,76,76,82,78
I. Bennacer,"Ismael Bennacer Empoli, 21, DMC ",71,67,66,72,73,70,63,62
Marcano,"Iván Marcano Roma, 32, D(CL) ",82,49,43,76,54,67,84,80
J. Veretout,"Jordan Veretout Fiorentina, 26, M(C) ",79,74,66,84,76,79,76,72
C. Immobile,"Ciro Immobile Lazio, 29, FW ",87,55,90,74,83,49,33,32
R. Gagliardini,"Roberto Gagliardini Inter, 25, DMC ",78,64,54,78,75,75,78,76
F. Kessié,"Franck Kessié AC Milan, 22, DMC ",79,66,64,79,78,75,78,74
F. Acerbi,"Francesco Acerbi Lazio, 31, D(C) ",83,25,37,73,65,77,87,85
T. Castagne,"Timothy Castagne Atalanta, 23, D(R),M(LR) ",71,76,52,71,73,68,72,70
N. Milenković,"Nikola Milenkovic Fiorentina, 21, D(CR) ",74,67,29,65,60,60,76,70
N. Nkoulou,"Nicolas Nkoulou Torino, 29, D(C) ",80,60,33,75,68,72,82,77
K. Asamoah,"Kwadwo Asamoah Inter, 30, D(L),M(CL) ",79,78,55,81,82,79,78,80
Samir,"Samir Udinese, 24, D(CL) ",73,63,24,62,58,58,76,74
M. Lazzari,"Manuel Lazzari SPAL 2013, 25, M(R) ",78,78,66,78,79,74,51,42
N. Murru,"Nicola Murru Sampdoria, 24, D(L) ",72,70,30,66,66,58,74,72
F. Santander,"Federico Santander Bologna, 28, FW ",74,56,76,69,68,55,19,23
R. Palacio,"Rodrigo Palacio Bologna, 37, AM(CLR),FW ",77,70,76,76,82,56,33,30
M. Politano,"Matteo Politano Inter, 26, AM(LR),FW ",81,79,74,78,84,74,29,29
C. Biraghi,"Cristiano Biraghi Fiorentina, 27, D(L),M(L) ",76,78,40,72,71,69,77,73
R. Krunić,"Rade Krunic Empoli, 25, AM(C) ",73,65,60,76,76,73,64,62
H. Hateboer,"Hans Hateboer Atalanta, 25, D(R),M(R) ",75,77,55,75,77,70,77,75
S. Sensi,"Stefano Sensi Sassuolo, 24, AM(C) ",72,65,48,77,73,78,70,70
Cédric,"Cédric Soares Southampton, 28, D(R),M(R) ",77,70,57,75,75,69,80,76
F. Ghoulam,"Faouzi Ghoulam Napoli, 28, D(L) ",81,85,54,79,79,74,81,80
M. Škriniar,"Milan Skriniar Inter, 24, D(C) ",85,40,42,70,59,68,88,82
Danilo,"Danilo D'Ambrosio Inter, 30, D(CLR),M(LR) ",75,60,60,76,72,71,75,72
A. Florenzi,"Alessandro Florenzi Roma, 28, D(R),M(CLR) ",82,77,70,77,78,75,79,78
D. Perotti,"Diego Perotti Roma, 31, M(CLR),FW ",81,79,66,81,88,69,31,22
R. Nainggolan,"Radja Nainggolan Inter, 31, M(C) ",85,73,75,84,80,81,86,90
K. Manolas,"Kostas Manolas Roma, 28, D(C) ",85,27,10,60,54,61,87,89
M. De Sciglio,"Mattia De Sciglio Juventus, 26, D(LR),M(LR) ",78,78,33,74,74,68,78,78
S. Meïté,"Soualiho Meité Torino, 25, AM(C) ",76,67,48,77,73,74,75,71
L. Biglia,"Lucas Biglia AC Milan, 33, DMC ",82,74,50,86,80,82,78,74
Gervinho,"Gervinho Parma Calcio 1913, 32, M(LR),FW ",78,75,72,73,80,67,29,15
D. Baselli,"Daniele Baselli Torino, 27, M(C) ",79,74,67,82,80,78,65,63
O. Aina,"Ola Aina Torino, 22, D(LR),M(LR) ",71,68,33,66,72,53,73,69
K. Djidji,"Koffi Djidji Nantes, 26, D(CL) ",74,46,26,71,62,70,76,75
L. Muriel,"Luis Muriel Sevilla, 28, AM(CL),FW ",80,62,78,75,85,55,24,22
R. Orsolini,"Riccardo Orsolini Bologna, 22, AM(R) ",73,76,58,76,79,60,26,24
N. Maksimović,"Nikola Maksimovic Napoli, 27, D(CR),M(R) ",78,45,22,59,49,59,80,79
Vitor Hugo,"Vitor Hugo Fiorentina, 28, D(C) ",76,32,26,41,39,37,78,80
A. Adnan,"Ali Adnan Atalanta, 25, D(L),M(L) ",72,74,56,70,77,68,71,70
G. Mancini,"Gianluca Mancini Atalanta, 23, D(C) ",71,34,32,53,41,40,75,72
R. Gagliolo,"Riccardo Gagliolo Parma Calcio 1913, 29, D(CL) ",70,59,42,61,48,55,75,74
I. Pussetto,"Ignacio Pussetto Udinese, 23, AM(CLR),FW ",74,65,78,68,80,67,18,25
A. Romagnoli,"Alessio Romagnoli AC Milan, 24, D(CL) ",82,36,30,70,65,69,85,81
J. Cuadrado,"Juan Cuadrado Juventus, 31, D(R),M(CLR),FW ",84,80,67,80,90,69,70,74
B. Djimsiti,"Berat Djimsiti Atalanta, 26, D(C) ",67,53,36,68,34,66,70,68
M. Pajač,"Marko Pajac Empoli, 26, M(L) ",70,66,64,72,72,71,62,62
B. Matuidi,"Blaise Matuidi Juventus, 32, M(CL) ",85,75,64,83,78,77,84,86
G. Higuaín,"Gonzalo Higuaín Chelsea, 31, FW ",88,68,92,75,84,59,22,18
L. Tonelli,"Lorenzo Tonelli Sampdoria, 29, D(C) ",77,40,25,54,54,54,81,79
S. de Vrij,"Stefan de Vrij Inter, 27, D(C) ",84,49,25,71,63,71,87,83
R. Soriano,"Roberto Soriano Bologna, 28, AM(CL) ",77,77,72,78,78,77,69,67
M. Parolo,"Marco Parolo Lazio, 34, M(C) ",82,70,70,80,75,83,80,82
R. Rodríguez,"Ricardo Rodríguez AC Milan, 27, D(CL),M(L) ",80,86,59,78,76,78,78,78
M. Icardi,"Mauro Icardi Inter, 26, FW ",87,46,91,73,77,54,24,20
R. Bentancur,"Rodrigo Bentancur Juventus, 22, M(C) ",77,58,53,83,82,77,72,64
J. Palomino,"José Luis Palomino Atalanta, 29, D(C) ",76,60,26,66,56,60,78,78
Rômulo,"Rômulo Lazio, 32, D(R),M(CR) ",76,77,60,76,77,74,74,72
J. Andersen,"Joachim Andersen Sampdoria, 23, D(C) ",74,36,40,63,46,64,77,73
D. Calabria,"Davide Calabria AC Milan, 22, D(LR),M(R) ",78,79,30,75,73,68,78,77
D. Rugani,"Daniele Rugani Juventus, 25, D(C) ",82,40,33,65,64,59,86,82
Thiago Cionek,"Thiago Cionek SPAL 2013, 33, D(CR) ",72,35,22,54,46,52,73,72
Iago Falqué,"Iago Falque Torino, 29, AM(CLR),FW ",80,78,75,82,84,74,36,32
G. Defrel,"Gregoire Defrel Sampdoria, 28, AM(CR),FW ",78,70,79,67,83,60,15,18
F. Cacciatore,"Fabrizio Cacciatore Cagliari, 32, D(LR) ",73,69,45,65,61,65,77,77
Danilo,"Danilo Nice, 23, DMC ",75,60,60,76,72,71,75,72
N. Sansone,"Nicola Sansone Villarreal, 27, AM(LR),FW ",76,68,77,75,79,65,44,33
Luiz Felipe,"Luiz Felipe Lazio, 22, D(C) ",74,37,22,64,62,58,78,77
C. Romero,"Cristian Romero Genoa, 21, D(C) ",64,31,26,51,30,38,63,60
Raúl Albiol,"Raúl Albiol Napoli, 33, D(C) ",84,38,27,74,59,72,87,85
A. Petagna,"Andrea Petagna SPAL 2013, 24, FW ",76,58,75,75,75,56,20,15
B. Cristante,"Bryan Cristante Roma, 24, M(C) ",78,68,68,83,78,78,69,66
Rafael Tolói,"Rafael Tolói Atalanta, 28, D(C) ",78,44,28,66,58,68,82,80
L. Castro,"Lucas Castro Cagliari, 30, AM(CLR) ",78,78,58,80,80,76,70,70
M. Fares,"Mohamed Fares SPAL 2013, 23, D(L),M(L) ",69,70,59,66,75,60,67,68
A. Younes,"Amin Younes Napoli, 26, AM(CL) ",75,56,58,77,88,57,43,25
L. Bonucci,"Leonardo Bonucci Juventus, 32, D(C) ",86,44,48,77,69,85,86,80
J. Boga,"Jeremie Boga Sassuolo, 22, AM(CLR),FW ",71,67,63,65,79,60,42,34
D. De Rossi,"Daniele De Rossi Roma, 36, D(C),M(C) ",83,57,50,81,64,80,82,80
K. Linetty,"Karol Linetty Sampdoria, 24, M(C) ",76,60,64,78,74,74,74,70
S. Missiroli,"Simone Missiroli SPAL 2013, 33, AM(C) ",75,69,65,77,72,73,72,65
Pol Lirola,"Pol Lirola Sassuolo, 22, D(R),M(R) ",74,76,35,73,74,67,74,73
R. Inglese,"Roberto Inglese Parma Calcio 1913, 27, FW ",77,39,78,65,68,35,13,12
K. Bonifazi,"Kevin Bonifazi SPAL 2013, 23, D(C) ",71,34,30,56,46,36,78,74
M. Locatelli,"Manuel Locatelli Sassuolo, 21, M(C) ",75,66,54,78,73,72,74,70
G. Caprari,"Gianluca Caprari Sampdoria, 26, AM(CLR),FW ",73,66,68,72,80,60,13,12
L. Cigarini,"Luca Cigarini Cagliari, 33, M(C) ",75,76,58,80,71,79,66,60
G. Ramírez,"Gastón Ramírez Sampdoria, 28, AM(CLR) ",79,74,74,81,80,77,45,39
M. Bani,"Mattia Bani Chievo, 25, D(C) ",67,12,12,55,50,47,74,69
S. Khedira,"Sami Khedira Juventus, 32, M(C) ",85,72,72,85,81,82,83,76
G. Di Lorenzo,"Giovanni Di Lorenzo Empoli, 26, D(R),M(R) ",72,74,48,69,68,62,73,71
M. Vecino,"Matías Vecino Inter, 28, M(C) ",80,71,61,83,84,79,77,73
Rômulo,"Rômulo Lazio, 32, D(R),M(CR) ",76,77,60,76,77,74,74,72
O. Colley,"Omar Colley Sampdoria, 26, D(C) ",76,44,28,67,42,60,75,79
F. Peluso,"Federico Peluso Sassuolo, 35, D(CL),M(L) ",72,70,41,62,59,62,79,78
N. Barella,"Nicolò Barella Cagliari, 22, AM(C) ",77,72,63,79,80,78,72,68
M. Zeegelaar,"Marvin Zeegelaar Udinese, 29, D(L),M(L) ",75,75,56,69,74,59,75,74
R. Mandragora,"Rolando Mandragora Udinese, 22, DMC ",75,65,59,77,76,74,75,69
M. Musacchio,"Mateo Musacchio AC Milan, 29, D(C) ",80,55,40,69,65,67,84,80
F. Vicari,"Francesco Vicari SPAL 2013, 25, D(C) ",73,32,21,66,36,57,78,76
D. Srna,"Darijo Srna Cagliari, 37, D(R) ",80,85,69,85,72,87,78,77
E. Hysaj,"Elseid Hysaj Napoli, 25, D(LR) ",81,78,47,77,75,70,81,80
G. Ferrari,"Gian Marco Ferrari Sassuolo, 27, D(C) ",75,14,21,60,38,64,78,76
Bruno Alves,"Bruno Alves Parma Calcio 1913, 37, D(C) ",71,65,60,62,64,71,71,65
V. Behrami,"Valon Behrami Udinese, 34, M(C) ",76,68,54,74,70,72,78,76
F. Dimarco,"Federico Dimarco Parma Calcio 1913, 21, D(L) ",64,65,29,60,62,56,66,66
S. Radu,"Stefan Radu Lazio, 32, D(CL) ",80,67,55,71,66,67,86,85
I. Mbaye,"Ibrahima Mbaye Bologna, 24, D(LR),M(LR) ",73,72,35,72,68,64,74,74
F. Caputo,"Francesco Caputo Empoli, 32, FW ",75,50,77,66,72,52,20,11
E. Barreto,"Edgar Barreto Sampdoria, 35, M(C) ",73,66,56,76,68,74,76,72
K. Boateng,"Kevin-Prince Boateng Barcelona, 32, M(CLR),FW ",81,75,78,82,79,78,78,74
L. Lerager,"Lukas Lerager Bordeaux, 26, DMC ",75,62,67,76,68,71,71,66
C. Ciano,"Camillo Ciano Frosinone, 29, AM(C),FW ",75,72,70,73,76,70,23,20
D. Cataldi,"Danilo Cataldi Lazio, 25, M(C) ",75,70,66,79,72,76,69,68
F. Mattiello,"Federico Mattiello Bologna, 24, M(LR) ",73,76,53,72,74,68,74,73
J. Pastore,"Javier Pastore Roma, 30, AM(CLR) ",82,77,73,86,87,83,59,51
D. Biraschi,"Davide Biraschi Genoa, 25, D(CR) ",71,34,31,65,49,58,76,72
L. De Silvestri,"Lorenzo De Silvestri Torino, 31, D(R),M(R) ",75,80,64,76,74,71,77,75
N. Zaniolo,"Nicolò Zaniolo Roma, 20, AM(CR) ",66,39,57,67,64,64,54,40
M. Zajc,"Miha Zajc Empoli, 25, AM(C),FW ",75,69,69,76,74,74,55,53
João Mário,"João Mário Inter, 26, M(CLR) ",81,77,64,83,83,78,70,62
A. Murgia,"Alessandro Murgia SPAL 2013, 23, M(C) ",72,56,60,75,69,72,68,66
L. Paganini,"Luca Paganini Frosinone, 26, M(R) ",68,66,46,68,70,65,18,14
S. Fofana,"Seko Fofana Udinese, 24, M(C) ",75,62,60,76,78,72,72,68
J. Dezi,"Jacopo Dezi Parma Calcio 1913, 27, Midfielder ",72,54,65,74,72,71,65,60
M. Kean,"Moise Kean Juventus, 19, FW ",72,42,75,59,73,38,28,16
B. Bereszyński,"Bartosz Bereszynski Sampdoria, 27, D(R) ",74,70,50,68,68,62,75,72
Mário Rui,"Mário Rui Napoli, 28, D(L) ",79,79,27,76,79,72,76,76
Gerson,"Gerson Fiorentina, 22, AM(CLR) ",73,64,58,81,75,71,60,56
C. Ünder,"Cengiz Ünder Roma, 22, AM(LR) ",77,80,71,72,82,65,33,30
W. Troost-Ekong,"William Troost-Ekong Udinese, 26, D(C) ",73,37,23,54,37,52,72,70
F. Bernardeschi,"Federico Bernardeschi Juventus, 25, M(CLR),FW ",82,82,70,82,86,72,46,42
M. Badelj,"Milan Badelj Lazio, 30, M(C) ",80,69,54,82,72,82,78,76
F. Caicedo,"Felipe Caicedo Lazio, 30, FW ",77,59,72,72,72,59,44,47
D. Lazović,"Darko Lazovic Genoa, 28, M(LR) ",74,70,65,74,78,67,33,28
J. Sala,"Jacopo Sala Sampdoria, 27, D(R),M(CR) ",72,74,50,70,70,66,74,70
A. Ferrari,"Alex Ferrari Sampdoria, 25, D(CR) ",70,58,12,58,60,56,73,72
S. De Maio,"Sebastien De Maio Udinese, 32, D(C) ",77,11,20,50,52,54,80,78
B. Nuytinck,"Bram Nuytinck Udinese, 29, D(C) ",74,30,32,58,50,62,78,72
J. Obi,"Joel Obi Chievo, 28, M(CR) ",74,68,65,76,77,68,75,76
H. Traorè,"Hamed Junior Traore Empoli, 19, M(C) ",64,55,50,66,65,65,41,54
J. Kluivert,"Justin Kluivert Roma, 20, AM(LR) ",75,69,70,68,82,54,32,27
A. Duncan,"Alfred Duncan Sassuolo, 26, M(C) ",75,73,50,79,71,74,79,74
F. Ceccherini,"Federico Ceccherini Fiorentina, 27, D(C) ",72,15,17,58,42,45,75,74
M. Hamšík,"Marek Hamsik Napoli, 32, M(C),FW ",87,78,79,88,86,83,73,62
C. Nørgaard,"Christian Nørgaard Fiorentina, 25, M(C) ",72,64,55,74,63,71,70,68
B. Salamon,"Bartosz Salamon Frosinone, 28, D(C) ",71,38,35,67,52,71,73,70
Sandro,"Sandro Genoa, 30, M(C) ",75,60,65,73,69,72,73,73
F. Sierralta,"Francisco Sierralta Parma Calcio 1913, 22, Defender ",63,57,30,60,46,30,66,66
A. Grassi,"Alberto Grassi Parma Calcio 1913, 24, M(C) ",75,65,58,79,75,76,69,63
Júnior Tavares,"Júnior Tavares Sampdoria, 23, D(L),M(L) ",65,64,31,54,65,52,63,60
João Pedro,"João Pedro Cagliari, 27, AM(C),FW ",76,69,75,77,75,69,44,28
R. Meggiorini,"Riccardo Meggiorini Chievo, 33, FW ",74,62,74,70,74,54,28,24
G. Simeone,"Giovanni Simeone Fiorentina, 24, AM(R),FW ",78,40,80,68,76,55,29,26
A. Calabresi,"Arturo Calabresi Bologna, 23, D(CR) ",71,52,22,48,44,42,76,74
M. Santos,"Marlon Santos Sassuolo, 23, D(C) ",73,64,73,65,71,57,31,27
M. Bourabia,"Mehdi Bourabia Sassuolo, 28, M(C) ",71,58,53,77,72,75,67,62
L. Martínez,"Lautaro Martínez Inter, 22, FW ",79,56,82,62,78,50,22,25
A. Ioniţă,"Artur Ionita Cagliari, 29, AM(C) ",74,68,64,75,70,74,75,70
M. D'Alessandro,"Marco D'Alessandro Udinese, 28, M(LR) ",70,65,59,66,71,53,22,23
L. Ceppitelli,"Luca Ceppitelli Cagliari, 29, D(C) ",72,22,35,50,25,45,75,75
E. Moretti,"Emiliano Moretti Torino, 38, D(CL) ",75,51,16,59,49,56,77,76
Douglas Costa,"Adam Marusic Lazio, 26, M(R) ",86,84,67,84,92,68,38,34
L. Ariaudo,"Douglas Costa Juventus, 28, M(CLR) ",72,35,30,59,52,62,75,71
I. Radovanović,"Ivan Radovanovic Genoa, 31, DMC ",77,62,40,78,67,78,78,68
L. Ariaudo,"Lorenzo Ariaudo Frosinone, 30, D(C) ",72,35,30,59,52,62,75,71
E. Vignato,"Emanuel Vignato Chievo, 19, AM(C) ",61,60,40,68,69,62,22,30
A. Barillà,"Antonino Barillà Parma Calcio 1913, 31, M(C) ",67,68,58,69,60,62,61,61
E. Goldaniga,"Edoardo Goldaniga Frosinone, 25, D(C) ",74,27,22,57,48,56,75,75
I. Abate,"Ignazio Abate AC Milan, 32, D(R),M(R) ",77,75,38,76,75,72,76,75
F. Costa,"Filippo Costa SPAL 2013, 24, M(L) ",71,75,40,75,70,70,64,61
N. Brighenti,"Nicolò Brighenti Frosinone, 30, D(C) ",71,49,24,55,48,52,71,70
Roger,"Rogerio Sassuolo, 21, D(L),M(L) ",79,66,82,72,76,52,36,31
P. Faragò,"Paolo Faragò Cagliari, 26, D(R),DMC,M(R) ",71,69,60,74,70,74,66,60
B. Džemaili,"Blerim Dzemaili Bologna, 33, M(C) ",77,75,70,78,77,74,70,69
C. Lykogiannis,"Charalampos Lykogiannis Cagliari, 25, D(L),M(L) ",66,66,62,66,65,65,68,67
Wallace,"Wallace Lazio, 24, D(C) ",77,34,21,57,45,50,79,78
F. Borini,"Fabio Borini AC Milan, 28, M(LR),FW ",76,74,72,76,78,62,30,26
Alex Berenguer,"Alex Berenguer Torino, 24, D(LR),M(CL) ",76,77,67,76,77,58,64,66
L. Siligardi,"Luca Siligardi Parma Calcio 1913, 31, AM(LR),FW ",71,70,63,69,75,65,29,27
A. Masiello,"Andrea Masiello Atalanta, 33, D(CR) ",79,60,23,66,54,68,83,80
J. Rasmussen,"Jacob Rasmussen Empoli, 22, D(C),DMC ",67,45,30,62,55,60,65,65
M. Rog,"Marko Rog Sevilla, 24, DMC ",75,75,62,82,80,78,68,66
H. ter Avest,"Hidde ter Avest Udinese, 22, D(R),M(R) ",69,66,44,65,66,57,69,72
A. Beghetto,"Andrea Beghetto Frosinone, 24, M(L) ",66,71,41,65,66,64,58,60
M. Benassi,"Marco Benassi Fiorentina, 24, AM(CR) ",77,70,66,80,78,76,74,70
L. Valzania,"Luca Valzania Frosinone, 23, M(C) ",69,49,56,70,70,68,59,51
M. Gabbiadini,"Manolo Gabbiadini Southampton, 27, AM(CLR),FW ",77,70,79,72,77,64,24,20
R. Maiello,"Raffaele Maiello Frosinone, 28, M(C) ",70,53,56,73,69,70,54,53
G. González,"Giancarlo González Bologna, 31, D(C) ",77,33,40,60,59,60,80,76
P. Schiattarella,"Pasquale Schiattarella SPAL 2013, 32, DMC,M(R) ",73,63,60,76,72,71,61,60
A. Diawara,"Amadou Diawara Napoli, 22, DMC ",77,64,39,82,76,76,76,72
V. Eysseric,"Valentin Eysseric Nantes, 27, AM(CLR) ",76,82,70,79,79,76,32,26
Felipe,"Felipe Hannover 96, 32, D(C) ",75,34,20,62,44,64,80,76
M. Capuano,"Marco Capuano Frosinone, 27, D(CL) ",71,45,20,59,53,59,71,70
A. Poli,"Andrea Poli Bologna, 29, M(CL) ",77,68,54,80,79,74,72,72
P. Schick,"Patrik Schick Roma, 23, AM(R),FW ",77,64,77,74,82,59,24,19
M. Silvestre,"Matías Silvestre Empoli, 34, D(C) ",75,38,32,63,52,62,77,75
M. Léris,"Mehdi Léris Chievo, 21, M(CR) ",62,36,68,42,58,30,24,26
L. Rigoni,"Luca Rigoni Parma Calcio 1913, 34, M(CR) ",75,65,61,78,70,76,74,70
A. Pinamonti,"Andrea Pinamonti Frosinone, 20, FW ",64,40,69,53,63,36,19,19
D. Santon,"Davide Santon Roma, 28, D(LR) ",76,76,46,76,75,69,77,76
M. Pašalić,"Mario Pasalic Atalanta, 24, M(C) ",76,68,66,78,77,74,72,64
M. Dijks,"Mitchell Dijks Bologna, 26, D(L),M(L) ",71,64,30,66,66,69,74,70
E. Hallfreðsson,"Emil Hallfredsson Udinese, 35, AM(C) ",72,68,50,77,74,74,72,68
L. Valzania,"Luca Valzania Frosinone, 23, M(C) ",69,49,56,70,70,68,59,51
L. Rossettini,"Luca Rossettini Chievo, 34, D(CR) ",76,35,29,58,50,58,78,77
V. Birsa,"Valter Birsa Chievo, 33, M(CLR),FW ",80,78,62,82,84,76,52,40
L. Krajnc,"Luka Krajnc Frosinone, 24, D(C) ",71,58,25,64,56,61,72,70
A. Conti,"Andrea Conti AC Milan, 25, D(R),M(R) ",75,76,58,76,74,69,74,74
F. Helander,"Filip Helander Bologna, 26, D(C) ",75,30,28,52,52,48,78,74
S. Iacoponi,"Simone Iacoponi Parma Calcio 1913, 32, D(CR) ",68,53,28,48,40,30,66,68
V. Chiricheş,"Vlad Chiriches Napoli, 29, D(CR) ",78,46,56,68,59,70,82,78
K. Lasagna,"Kevin Lasagna Udinese, 27, AM(L),FW ",77,60,78,66,76,50,20,18
F. Pisacane,"Fabio Pisacane Cagliari, 33, D(CLR) ",72,60,20,60,61,50,76,72
E. Zukanović,"Ervin Zukanovic Genoa, 32, D(CL) ",75,66,25,66,50,66,77,74
Miranda,"Miranda Inter, 34, D(C) ",85,48,43,70,67,69,90,85
K. Günter,"Koray Günter Genoa, 25, D(C) ",70,32,23,69,56,72,70,68
J. Mauri,"José Mauri AC Milan, 23, M(C) ",72,66,40,78,77,74,62,66
I. Radovanović,"Ivan Radovanovic Genoa, 31, DMC ",77,62,40,78,67,78,78,68
